0,
-4,
-6,
-8,
-9,
-9,
-9,
-9,
-12,
-19,
-19,
-19,
-19,
-19,
-19,
-19,
-20,
-10,
-10,
-4,
-9,
-10,
-15,
-12,
-13,
-21,
-25,
-27,
-27,
-26,
-27,
-28,
-28,
-29,
-30,
-30,
-30,
-30,
-21,
-20,
-24,
-23,
-20,
-21,
-20,
-19,
-20,
-20,
-20,
-20,
-20,
-20,
-183,
-1,
0,
-1,
